@relation data

@attribute a1 numeric
@attribute a2 numeric
@attribute a3 numeric
@attribute a4 numeric
@attribute a5 numeric
@attribute a6 numeric
@attribute a7 numeric
@attribute a8 numeric
@attribute a9 numeric
@attribute a10 numeric
@attribute class {#,##,###,####,#####,######,#######,########,#########,##########,###########,############,#############,##############,###############,################,#################,##################,###################,####################,#####################,######################,#######################,########################,#########################,##########################,###########################,############################,#############################,##############################,###############################,################################,#################################,##################################,###################################,####################################,#####################################,######################################,#######################################,########################################,#########################################,##########################################,###########################################,############################################,#############################################,##############################################,###############################################,################################################,#################################################,##################################################,###################################################,####################################################,#####################################################,######################################################,#######################################################,########################################################,#########################################################,##########################################################,###########################################################,############################################################,#############################################################,##############################################################,###############################################################,################################################################,#################################################################,##################################################################,###################################################################,####################################################################,#####################################################################,######################################################################,#######################################################################,########################################################################,#########################################################################,##########################################################################,###########################################################################,############################################################################,#############################################################################,##############################################################################,###############################################################################,################################################################################,#################################################################################,##################################################################################,###################################################################################,####################################################################################,#####################################################################################,######################################################################################,#######################################################################################,########################################################################################,#########################################################################################,##########################################################################################,###########################################################################################,############################################################################################,#############################################################################################,##############################################################################################,###############################################################################################,################################################################################################,#################################################################################################,##################################################################################################,###################################################################################################,####################################################################################################}

@data
76000,76000,76000,76000,76000,76000,76000,76000,76010,76000,############################################################################
76000,76000,76000,76000,76000,76000,76000,76000,76000,76010,############################################################################
77010,77000,77000,77000,77000,77000,77000,77000,77000,77000,#############################################################################
77000,77010,77000,77000,77000,77000,77000,77000,77000,77000,#############################################################################
77000,77000,77010,77000,77000,77000,77000,77000,77000,77000,#############################################################################
77000,77000,77000,77010,77000,77000,77000,77000,77000,77000,#############################################################################
77000,77000,77000,77000,77010,77000,77000,77000,77000,77000,#############################################################################
77000,77000,77000,77000,77000,77010,77000,77000,77000,77000,#############################################################################
77000,77000,77000,77000,77000,77000,77010,77000,77000,77000,#############################################################################
77000,77000,77000,77000,77000,77000,77000,77010,77000,77000,#############################################################################
77000,77000,77000,77000,77000,77000,77000,77000,77010,77000,#############################################################################
77000,77000,77000,77000,77000,77000,77000,77000,77000,77010,#############################################################################
78010,78000,78000,78000,78000,78000,78000,78000,78000,78000,##############################################################################
78000,78010,78000,78000,78000,78000,78000,78000,78000,78000,##############################################################################
78000,78000,78010,78000,78000,78000,78000,78000,78000,78000,##############################################################################
78000,78000,78000,78010,78000,78000,78000,78000,78000,78000,##############################################################################
78000,78000,78000,78000,78010,78000,78000,78000,78000,78000,##############################################################################
78000,78000,78000,78000,78000,78010,78000,78000,78000,78000,##############################################################################
78000,78000,78000,78000,78000,78000,78010,78000,78000,78000,##############################################################################
78000,78000,78000,78000,78000,78000,78000,78010,78000,78000,##############################################################################
78000,78000,78000,78000,78000,78000,78000,78000,78010,78000,##############################################################################
78000,78000,78000,78000,78000,78000,78000,78000,78000,78010,##############################################################################
79010,79000,79000,79000,79000,79000,79000,79000,79000,79000,###############################################################################
79000,79010,79000,79000,79000,79000,79000,79000,79000,79000,###############################################################################
79000,79000,79010,79000,79000,79000,79000,79000,79000,79000,###############################################################################
79000,79000,79000,79010,79000,79000,79000,79000,79000,79000,###############################################################################
79000,79000,79000,79000,79010,79000,79000,79000,79000,79000,###############################################################################
79000,79000,79000,79000,79000,79010,79000,79000,79000,79000,###############################################################################
79000,79000,79000,79000,79000,79000,79010,79000,79000,79000,###############################################################################
79000,79000,79000,79000,79000,79000,79000,79010,79000,79000,###############################################################################
79000,79000,79000,79000,79000,79000,79000,79000,79010,79000,###############################################################################
79000,79000,79000,79000,79000,79000,79000,79000,79000,79010,###############################################################################
80010,80000,80000,80000,80000,80000,80000,80000,80000,80000,################################################################################
80000,80010,80000,80000,80000,80000,80000,80000,80000,80000,################################################################################
80000,80000,80010,80000,80000,80000,80000,80000,80000,80000,################################################################################
80000,80000,80000,80010,80000,80000,80000,80000,80000,80000,################################################################################
80000,80000,80000,80000,80010,80000,80000,80000,80000,80000,################################################################################
80000,80000,80000,80000,80000,80010,80000,80000,80000,80000,################################################################################
80000,80000,80000,80000,80000,80000,80010,80000,80000,80000,################################################################################
80000,80000,80000,80000,80000,80000,80000,80010,80000,80000,################################################################################
80000,80000,80000,80000,80000,80000,80000,80000,80010,80000,################################################################################
80000,80000,80000,80000,80000,80000,80000,80000,80000,80010,################################################################################
81010,81000,81000,81000,81000,81000,81000,81000,81000,81000,#################################################################################
81000,81010,81000,81000,81000,81000,81000,81000,81000,81000,#################################################################################
81000,81000,81010,81000,81000,81000,81000,81000,81000,81000,#################################################################################
81000,81000,81000,81010,81000,81000,81000,81000,81000,81000,#################################################################################
81000,81000,81000,81000,81010,81000,81000,81000,81000,81000,#################################################################################
81000,81000,81000,81000,81000,81010,81000,81000,81000,81000,#################################################################################
81000,81000,81000,81000,81000,81000,81010,81000,81000,81000,#################################################################################
81000,81000,81000,81000,81000,81000,81000,81010,81000,81000,#################################################################################
81000,81000,81000,81000,81000,81000,81000,81000,81010,81000,#################################################################################
81000,81000,81000,81000,81000,81000,81000,81000,81000,81010,#################################################################################
82010,82000,82000,82000,82000,82000,82000,82000,82000,82000,##################################################################################
82000,82010,82000,82000,82000,82000,82000,82000,82000,82000,##################################################################################
82000,82000,82010,82000,82000,82000,82000,82000,82000,82000,##################################################################################
82000,82000,82000,82010,82000,82000,82000,82000,82000,82000,##################################################################################
82000,82000,82000,82000,82010,82000,82000,82000,82000,82000,##################################################################################
82000,82000,82000,82000,82000,82010,82000,82000,82000,82000,##################################################################################
82000,82000,82000,82000,82000,82000,82010,82000,82000,82000,##################################################################################
82000,82000,82000,82000,82000,82000,82000,82010,82000,82000,##################################################################################
82000,82000,82000,82000,82000,82000,82000,82000,82010,82000,##################################################################################
82000,82000,82000,82000,82000,82000,82000,82000,82000,82010,##################################################################################
83010,83000,83000,83000,83000,83000,83000,83000,83000,83000,###################################################################################
83000,83010,83000,83000,83000,83000,83000,83000,83000,83000,###################################################################################
83000,83000,83010,83000,83000,83000,83000,83000,83000,83000,###################################################################################
83000,83000,83000,83010,83000,83000,83000,83000,83000,83000,###################################################################################
83000,83000,83000,83000,83010,83000,83000,83000,83000,83000,###################################################################################
83000,83000,83000,83000,83000,83010,83000,83000,83000,83000,###################################################################################
83000,83000,83000,83000,83000,83000,83010,83000,83000,83000,###################################################################################
83000,83000,83000,83000,83000,83000,83000,83010,83000,83000,###################################################################################
83000,83000,83000,83000,83000,83000,83000,83000,83010,83000,###################################################################################
83000,83000,83000,83000,83000,83000,83000,83000,83000,83010,###################################################################################
84010,84000,84000,84000,84000,84000,84000,84000,84000,84000,####################################################################################
84000,84010,84000,84000,84000,84000,84000,84000,84000,84000,####################################################################################
84000,84000,84010,84000,84000,84000,84000,84000,84000,84000,####################################################################################
84000,84000,84000,84010,84000,84000,84000,84000,84000,84000,####################################################################################
84000,84000,84000,84000,84010,84000,84000,84000,84000,84000,####################################################################################
84000,84000,84000,84000,84000,84010,84000,84000,84000,84000,####################################################################################
84000,84000,84000,84000,84000,84000,84010,84000,84000,84000,####################################################################################
84000,84000,84000,84000,84000,84000,84000,84010,84000,84000,####################################################################################
84000,84000,84000,84000,84000,84000,84000,84000,84010,84000,####################################################################################
84000,84000,84000,84000,84000,84000,84000,84000,84000,84010,####################################################################################
85010,85000,85000,85000,85000,85000,85000,85000,85000,85000,#####################################################################################
85000,85010,85000,85000,85000,85000,85000,85000,85000,85000,#####################################################################################
85000,85000,85010,85000,85000,85000,85000,85000,85000,85000,#####################################################################################
85000,85000,85000,85010,85000,85000,85000,85000,85000,85000,#####################################################################################
85000,85000,85000,85000,85010,85000,85000,85000,85000,85000,#####################################################################################
85000,85000,85000,85000,85000,85010,85000,85000,85000,85000,#####################################################################################
85000,85000,85000,85000,85000,85000,85010,85000,85000,85000,#####################################################################################
85000,85000,85000,85000,85000,85000,85000,85010,85000,85000,#####################################################################################
85000,85000,85000,85000,85000,85000,85000,85000,85010,85000,#####################################################################################
85000,85000,85000,85000,85000,85000,85000,85000,85000,85010,#####################################################################################
86010,86000,86000,86000,86000,86000,86000,86000,86000,86000,######################################################################################
86000,86010,86000,86000,86000,86000,86000,86000,86000,86000,######################################################################################
86000,86000,86010,86000,86000,86000,86000,86000,86000,86000,######################################################################################
86000,86000,86000,86010,86000,86000,86000,86000,86000,86000,######################################################################################
86000,86000,86000,86000,86010,86000,86000,86000,86000,86000,######################################################################################
86000,86000,86000,86000,86000,86010,86000,86000,86000,86000,######################################################################################
86000,86000,86000,86000,86000,86000,86010,86000,86000,86000,######################################################################################
86000,86000,86000,86000,86000,86000,86000,86010,86000,86000,######################################################################################
86000,86000,86000,86000,86000,86000,86000,86000,86010,86000,######################################################################################
86000,86000,86000,86000,86000,86000,86000,86000,86000,86010,######################################################################################
87010,87000,87000,87000,87000,87000,87000,87000,87000,87000,#######################################################################################
87000,87010,87000,87000,87000,87000,87000,87000,87000,87000,#######################################################################################
87000,87000,87010,87000,87000,87000,87000,87000,87000,87000,#######################################################################################
87000,87000,87000,87010,87000,87000,87000,87000,87000,87000,#######################################################################################
87000,87000,87000,87000,87010,87000,87000,87000,87000,87000,#######################################################################################
87000,87000,87000,87000,87000,87010,87000,87000,87000,87000,#######################################################################################
87000,87000,87000,87000,87000,87000,87010,87000,87000,87000,#######################################################################################
87000,87000,87000,87000,87000,87000,87000,87010,87000,87000,#######################################################################################
87000,87000,87000,87000,87000,87000,87000,87000,87010,87000,#######################################################################################
87000,87000,87000,87000,87000,87000,87000,87000,87000,87010,#######################################################################################
88010,88000,88000,88000,88000,88000,88000,88000,88000,88000,########################################################################################
88000,88010,88000,88000,88000,88000,88000,88000,88000,88000,########################################################################################
88000,88000,88010,88000,88000,88000,88000,88000,88000,88000,########################################################################################
88000,88000,88000,88010,88000,88000,88000,88000,88000,88000,########################################################################################
88000,88000,88000,88000,88010,88000,88000,88000,88000,88000,########################################################################################
88000,88000,88000,88000,88000,88010,88000,88000,88000,88000,########################################################################################
88000,88000,88000,88000,88000,88000,88010,88000,88000,88000,########################################################################################
88000,88000,88000,88000,88000,88000,88000,88010,88000,88000,########################################################################################
88000,88000,88000,88000,88000,88000,88000,88000,88010,88000,########################################################################################
88000,88000,88000,88000,88000,88000,88000,88000,88000,88010,########################################################################################
89010,89000,89000,89000,89000,89000,89000,89000,89000,89000,#########################################################################################
89000,89010,89000,89000,89000,89000,89000,89000,89000,89000,#########################################################################################
89000,89000,89010,89000,89000,89000,89000,89000,89000,89000,#########################################################################################
89000,89000,89000,89010,89000,89000,89000,89000,89000,89000,#########################################################################################
89000,89000,89000,89000,89010,89000,89000,89000,89000,89000,#########################################################################################
89000,89000,89000,89000,89000,89010,89000,89000,89000,89000,#########################################################################################
89000,89000,89000,89000,89000,89000,89010,89000,89000,89000,#########################################################################################
89000,89000,89000,89000,89000,89000,89000,89010,89000,89000,#########################################################################################
89000,89000,89000,89000,89000,89000,89000,89000,89010,89000,#########################################################################################
89000,89000,89000,89000,89000,89000,89000,89000,89000,89010,#########################################################################################
90010,90000,90000,90000,90000,90000,90000,90000,90000,90000,##########################################################################################
90000,90010,90000,90000,90000,90000,90000,90000,90000,90000,##########################################################################################
90000,90000,90010,90000,90000,90000,90000,90000,90000,90000,##########################################################################################
90000,90000,90000,90010,90000,90000,90000,90000,90000,90000,##########################################################################################
90000,90000,90000,90000,90010,90000,90000,90000,90000,90000,##########################################################################################
90000,90000,90000,90000,90000,90010,90000,90000,90000,90000,##########################################################################################
90000,90000,90000,90000,90000,90000,90010,90000,90000,90000,##########################################################################################
90000,90000,90000,90000,90000,90000,90000,90010,90000,90000,##########################################################################################
90000,90000,90000,90000,90000,90000,90000,90000,90010,90000,##########################################################################################
90000,90000,90000,90000,90000,90000,90000,90000,90000,90010,##########################################################################################
91010,91000,91000,91000,91000,91000,91000,91000,91000,91000,###########################################################################################
91000,91010,91000,91000,91000,91000,91000,91000,91000,91000,###########################################################################################
91000,91000,91010,91000,91000,91000,91000,91000,91000,91000,###########################################################################################
91000,91000,91000,91010,91000,91000,91000,91000,91000,91000,###########################################################################################
91000,91000,91000,91000,91010,91000,91000,91000,91000,91000,###########################################################################################
91000,91000,91000,91000,91000,91010,91000,91000,91000,91000,###########################################################################################
91000,91000,91000,91000,91000,91000,91010,91000,91000,91000,###########################################################################################
91000,91000,91000,91000,91000,91000,91000,91010,91000,91000,###########################################################################################
91000,91000,91000,91000,91000,91000,91000,91000,91010,91000,###########################################################################################
91000,91000,91000,91000,91000,91000,91000,91000,91000,91010,###########################################################################################
92010,92000,92000,92000,92000,92000,92000,92000,92000,92000,############################################################################################
92000,92010,92000,92000,92000,92000,92000,92000,92000,92000,############################################################################################
92000,92000,92010,92000,92000,92000,92000,92000,92000,92000,############################################################################################
92000,92000,92000,92010,92000,92000,92000,92000,92000,92000,############################################################################################
92000,92000,92000,92000,92010,92000,92000,92000,92000,92000,############################################################################################
92000,92000,92000,92000,92000,92010,92000,92000,92000,92000,############################################################################################
92000,92000,92000,92000,92000,92000,92010,92000,92000,92000,############################################################################################
92000,92000,92000,92000,92000,92000,92000,92010,92000,92000,############################################################################################
92000,92000,92000,92000,92000,92000,92000,92000,92010,92000,############################################################################################
92000,92000,92000,92000,92000,92000,92000,92000,92000,92010,############################################################################################
93010,93000,93000,93000,93000,93000,93000,93000,93000,93000,#############################################################################################
93000,93010,93000,93000,93000,93000,93000,93000,93000,93000,#############################################################################################
93000,93000,93010,93000,93000,93000,93000,93000,93000,93000,#############################################################################################
93000,93000,93000,93010,93000,93000,93000,93000,93000,93000,#############################################################################################
93000,93000,93000,93000,93010,93000,93000,93000,93000,93000,#############################################################################################
93000,93000,93000,93000,93000,93010,93000,93000,93000,93000,#############################################################################################
93000,93000,93000,93000,93000,93000,93010,93000,93000,93000,#############################################################################################
93000,93000,93000,93000,93000,93000,93000,93010,93000,93000,#############################################################################################
93000,93000,93000,93000,93000,93000,93000,93000,93010,93000,#############################################################################################
93000,93000,93000,93000,93000,93000,93000,93000,93000,93010,#############################################################################################
94010,94000,94000,94000,94000,94000,94000,94000,94000,94000,##############################################################################################
94000,94010,94000,94000,94000,94000,94000,94000,94000,94000,##############################################################################################
94000,94000,94010,94000,94000,94000,94000,94000,94000,94000,##############################################################################################
94000,94000,94000,94010,94000,94000,94000,94000,94000,94000,##############################################################################################
94000,94000,94000,94000,94010,94000,94000,94000,94000,94000,##############################################################################################
94000,94000,94000,94000,94000,94010,94000,94000,94000,94000,##############################################################################################
94000,94000,94000,94000,94000,94000,94010,94000,94000,94000,##############################################################################################
94000,94000,94000,94000,94000,94000,94000,94010,94000,94000,##############################################################################################
94000,94000,94000,94000,94000,94000,94000,94000,94010,94000,##############################################################################################
94000,94000,94000,94000,94000,94000,94000,94000,94000,94010,##############################################################################################
95010,95000,95000,95000,95000,95000,95000,95000,95000,95000,###############################################################################################
95000,95010,95000,95000,95000,95000,95000,95000,95000,95000,###############################################################################################
95000,95000,95010,95000,95000,95000,95000,95000,95000,95000,###############################################################################################
95000,95000,95000,95010,95000,95000,95000,95000,95000,95000,###############################################################################################
95000,95000,95000,95000,95010,95000,95000,95000,95000,95000,###############################################################################################
95000,95000,95000,95000,95000,95010,95000,95000,95000,95000,###############################################################################################
95000,95000,95000,95000,95000,95000,95010,95000,95000,95000,###############################################################################################
95000,95000,95000,95000,95000,95000,95000,95010,95000,95000,###############################################################################################
95000,95000,95000,95000,95000,95000,95000,95000,95010,95000,###############################################################################################
95000,95000,95000,95000,95000,95000,95000,95000,95000,95010,###############################################################################################
96010,96000,96000,96000,96000,96000,96000,96000,96000,96000,################################################################################################
96000,96010,96000,96000,96000,96000,96000,96000,96000,96000,################################################################################################
96000,96000,96010,96000,96000,96000,96000,96000,96000,96000,################################################################################################
96000,96000,96000,96010,96000,96000,96000,96000,96000,96000,################################################################################################
96000,96000,96000,96000,96010,96000,96000,96000,96000,96000,################################################################################################
96000,96000,96000,96000,96000,96010,96000,96000,96000,96000,################################################################################################
96000,96000,96000,96000,96000,96000,96010,96000,96000,96000,################################################################################################
96000,96000,96000,96000,96000,96000,96000,96010,96000,96000,################################################################################################
96000,96000,96000,96000,96000,96000,96000,96000,96010,96000,################################################################################################
96000,96000,96000,96000,96000,96000,96000,96000,96000,96010,################################################################################################
97010,97000,97000,97000,97000,97000,97000,97000,97000,97000,#################################################################################################
97000,97010,97000,97000,97000,97000,97000,97000,97000,97000,#################################################################################################
97000,97000,97010,97000,97000,97000,97000,97000,97000,97000,#################################################################################################
97000,97000,97000,97010,97000,97000,97000,97000,97000,97000,#################################################################################################
97000,97000,97000,97000,97010,97000,97000,97000,97000,97000,#################################################################################################
97000,97000,97000,97000,97000,97010,97000,97000,97000,97000,#################################################################################################
97000,97000,97000,97000,97000,97000,97010,97000,97000,97000,#################################################################################################
97000,97000,97000,97000,97000,97000,97000,97010,97000,97000,#################################################################################################
97000,97000,97000,97000,97000,97000,97000,97000,97010,97000,#################################################################################################
97000,97000,97000,97000,97000,97000,97000,97000,97000,97010,#################################################################################################
98010,98000,98000,98000,98000,98000,98000,98000,98000,98000,##################################################################################################
98000,98010,98000,98000,98000,98000,98000,98000,98000,98000,##################################################################################################
98000,98000,98010,98000,98000,98000,98000,98000,98000,98000,##################################################################################################
98000,98000,98000,98010,98000,98000,98000,98000,98000,98000,##################################################################################################
98000,98000,98000,98000,98010,98000,98000,98000,98000,98000,##################################################################################################
98000,98000,98000,98000,98000,98010,98000,98000,98000,98000,##################################################################################################
98000,98000,98000,98000,98000,98000,98010,98000,98000,98000,##################################################################################################
98000,98000,98000,98000,98000,98000,98000,98010,98000,98000,##################################################################################################
98000,98000,98000,98000,98000,98000,98000,98000,98010,98000,##################################################################################################
98000,98000,98000,98000,98000,98000,98000,98000,98000,98010,##################################################################################################
99010,99000,99000,99000,99000,99000,99000,99000,99000,99000,###################################################################################################
99000,99010,99000,99000,99000,99000,99000,99000,99000,99000,###################################################################################################
99000,99000,99010,99000,99000,99000,99000,99000,99000,99000,###################################################################################################
99000,99000,99000,99010,99000,99000,99000,99000,99000,99000,###################################################################################################
99000,99000,99000,99000,99010,99000,99000,99000,99000,99000,###################################################################################################
99000,99000,99000,99000,99000,99010,99000,99000,99000,99000,###################################################################################################
99000,99000,99000,99000,99000,99000,99010,99000,99000,99000,###################################################################################################
99000,99000,99000,99000,99000,99000,99000,99010,99000,99000,###################################################################################################
99000,99000,99000,99000,99000,99000,99000,99000,99010,99000,###################################################################################################
99000,99000,99000,99000,99000,99000,99000,99000,99000,99010,###################################################################################################
100010,100000,100000,100000,100000,100000,100000,100000,100000,100000,####################################################################################################
100000,100010,100000,100000,100000,100000,100000,100000,100000,100000,####################################################################################################
100000,100000,100010,100000,100000,100000,100000,100000,100000,100000,####################################################################################################
100000,100000,100000,100010,100000,100000,100000,100000,100000,100000,####################################################################################################
100000,100000,100000,100000,100010,100000,100000,100000,100000,100000,####################################################################################################
100000,100000,100000,100000,100000,100010,100000,100000,100000,100000,####################################################################################################
100000,100000,100000,100000,100000,100000,100010,100000,100000,100000,####################################################################################################
100000,100000,100000,100000,100000,100000,100000,100010,100000,100000,####################################################################################################
100000,100000,100000,100000,100000,100000,100000,100000,100010,100000,####################################################################################################
100000,100000,100000,100000,100000,100000,100000,100000,100000,100010,####################################################################################################
