attribute1,attribute2,attribute3,attribute4,attribute5,attribute6,attribute7,attribute8,attribute9,attribute10,class
8410,8400,8400,8400,8400,8400,8400,8400,8400,8400,####################################################################################
8400,8410,8400,8400,8400,8400,8400,8400,8400,8400,####################################################################################
8400,8400,8410,8400,8400,8400,8400,8400,8400,8400,####################################################################################
8400,8400,8400,8410,8400,8400,8400,8400,8400,8400,####################################################################################
8400,8400,8400,8400,8410,8400,8400,8400,8400,8400,####################################################################################
8400,8400,8400,8400,8400,8410,8400,8400,8400,8400,####################################################################################
8400,8400,8400,8400,8400,8400,8410,8400,8400,8400,####################################################################################
8400,8400,8400,8400,8400,8400,8400,8410,8400,8400,####################################################################################
8400,8400,8400,8400,8400,8400,8400,8400,8410,8400,####################################################################################
8400,8400,8400,8400,8400,8400,8400,8400,8400,8410,####################################################################################
8510,8500,8500,8500,8500,8500,8500,8500,8500,8500,#####################################################################################
8500,8510,8500,8500,8500,8500,8500,8500,8500,8500,#####################################################################################
8500,8500,8510,8500,8500,8500,8500,8500,8500,8500,#####################################################################################
8500,8500,8500,8510,8500,8500,8500,8500,8500,8500,#####################################################################################
8500,8500,8500,8500,8510,8500,8500,8500,8500,8500,#####################################################################################
8500,8500,8500,8500,8500,8510,8500,8500,8500,8500,#####################################################################################
8500,8500,8500,8500,8500,8500,8510,8500,8500,8500,#####################################################################################
8500,8500,8500,8500,8500,8500,8500,8510,8500,8500,#####################################################################################
8500,8500,8500,8500,8500,8500,8500,8500,8510,8500,#####################################################################################
8500,8500,8500,8500,8500,8500,8500,8500,8500,8510,#####################################################################################
8610,8600,8600,8600,8600,8600,8600,8600,8600,8600,######################################################################################
8600,8610,8600,8600,8600,8600,8600,8600,8600,8600,######################################################################################
8600,8600,8610,8600,8600,8600,8600,8600,8600,8600,######################################################################################
8600,8600,8600,8610,8600,8600,8600,8600,8600,8600,######################################################################################
8600,8600,8600,8600,8610,8600,8600,8600,8600,8600,######################################################################################
8600,8600,8600,8600,8600,8610,8600,8600,8600,8600,######################################################################################
8600,8600,8600,8600,8600,8600,8610,8600,8600,8600,######################################################################################
8600,8600,8600,8600,8600,8600,8600,8610,8600,8600,######################################################################################
8600,8600,8600,8600,8600,8600,8600,8600,8610,8600,######################################################################################
8600,8600,8600,8600,8600,8600,8600,8600,8600,8610,######################################################################################
8710,8700,8700,8700,8700,8700,8700,8700,8700,8700,#######################################################################################
8700,8710,8700,8700,8700,8700,8700,8700,8700,8700,#######################################################################################
8700,8700,8710,8700,8700,8700,8700,8700,8700,8700,#######################################################################################
8700,8700,8700,8710,8700,8700,8700,8700,8700,8700,#######################################################################################
8700,8700,8700,8700,8710,8700,8700,8700,8700,8700,#######################################################################################
8700,8700,8700,8700,8700,8710,8700,8700,8700,8700,#######################################################################################
8700,8700,8700,8700,8700,8700,8710,8700,8700,8700,#######################################################################################
8700,8700,8700,8700,8700,8700,8700,8710,8700,8700,#######################################################################################
8700,8700,8700,8700,8700,8700,8700,8700,8710,8700,#######################################################################################
8700,8700,8700,8700,8700,8700,8700,8700,8700,8710,#######################################################################################
8810,8800,8800,8800,8800,8800,8800,8800,8800,8800,########################################################################################
8800,8810,8800,8800,8800,8800,8800,8800,8800,8800,########################################################################################
8800,8800,8810,8800,8800,8800,8800,8800,8800,8800,########################################################################################
8800,8800,8800,8810,8800,8800,8800,8800,8800,8800,########################################################################################
8800,8800,8800,8800,8810,8800,8800,8800,8800,8800,########################################################################################
8800,8800,8800,8800,8800,8810,8800,8800,8800,8800,########################################################################################
8800,8800,8800,8800,8800,8800,8810,8800,8800,8800,########################################################################################
8800,8800,8800,8800,8800,8800,8800,8810,8800,8800,########################################################################################
8800,8800,8800,8800,8800,8800,8800,8800,8810,8800,########################################################################################
8800,8800,8800,8800,8800,8800,8800,8800,8800,8810,########################################################################################
8910,8900,8900,8900,8900,8900,8900,8900,8900,8900,#########################################################################################
8900,8910,8900,8900,8900,8900,8900,8900,8900,8900,#########################################################################################
8900,8900,8910,8900,8900,8900,8900,8900,8900,8900,#########################################################################################
8900,8900,8900,8910,8900,8900,8900,8900,8900,8900,#########################################################################################
8900,8900,8900,8900,8910,8900,8900,8900,8900,8900,#########################################################################################
8900,8900,8900,8900,8900,8910,8900,8900,8900,8900,#########################################################################################
8900,8900,8900,8900,8900,8900,8910,8900,8900,8900,#########################################################################################
8900,8900,8900,8900,8900,8900,8900,8910,8900,8900,#########################################################################################
8900,8900,8900,8900,8900,8900,8900,8900,8910,8900,#########################################################################################
8900,8900,8900,8900,8900,8900,8900,8900,8900,8910,#########################################################################################
9010,9000,9000,9000,9000,9000,9000,9000,9000,9000,##########################################################################################
9000,9010,9000,9000,9000,9000,9000,9000,9000,9000,##########################################################################################
9000,9000,9010,9000,9000,9000,9000,9000,9000,9000,##########################################################################################
9000,9000,9000,9010,9000,9000,9000,9000,9000,9000,##########################################################################################
9000,9000,9000,9000,9010,9000,9000,9000,9000,9000,##########################################################################################
9000,9000,9000,9000,9000,9010,9000,9000,9000,9000,##########################################################################################
9000,9000,9000,9000,9000,9000,9010,9000,9000,9000,##########################################################################################
9000,9000,9000,9000,9000,9000,9000,9010,9000,9000,##########################################################################################
9000,9000,9000,9000,9000,9000,9000,9000,9010,9000,##########################################################################################
9000,9000,9000,9000,9000,9000,9000,9000,9000,9010,##########################################################################################
9110,9100,9100,9100,9100,9100,9100,9100,9100,9100,###########################################################################################
9100,9110,9100,9100,9100,9100,9100,9100,9100,9100,###########################################################################################
9100,9100,9110,9100,9100,9100,9100,9100,9100,9100,###########################################################################################
9100,9100,9100,9110,9100,9100,9100,9100,9100,9100,###########################################################################################
9100,9100,9100,9100,9110,9100,9100,9100,9100,9100,###########################################################################################
9100,9100,9100,9100,9100,9110,9100,9100,9100,9100,###########################################################################################
9100,9100,9100,9100,9100,9100,9110,9100,9100,9100,###########################################################################################
9100,9100,9100,9100,9100,9100,9100,9110,9100,9100,###########################################################################################
9100,9100,9100,9100,9100,9100,9100,9100,9110,9100,###########################################################################################
9100,9100,9100,9100,9100,9100,9100,9100,9100,9110,###########################################################################################
9210,9200,9200,9200,9200,9200,9200,9200,9200,9200,############################################################################################
9200,9210,9200,9200,9200,9200,9200,9200,9200,9200,############################################################################################
9200,9200,9210,9200,9200,9200,9200,9200,9200,9200,############################################################################################
9200,9200,9200,9210,9200,9200,9200,9200,9200,9200,############################################################################################
9200,9200,9200,9200,9210,9200,9200,9200,9200,9200,############################################################################################
9200,9200,9200,9200,9200,9210,9200,9200,9200,9200,############################################################################################
9200,9200,9200,9200,9200,9200,9210,9200,9200,9200,############################################################################################
9200,9200,9200,9200,9200,9200,9200,9210,9200,9200,############################################################################################
9200,9200,9200,9200,9200,9200,9200,9200,9210,9200,############################################################################################
9200,9200,9200,9200,9200,9200,9200,9200,9200,9210,############################################################################################
9310,9300,9300,9300,9300,9300,9300,9300,9300,9300,#############################################################################################
9300,9310,9300,9300,9300,9300,9300,9300,9300,9300,#############################################################################################
9300,9300,9310,9300,9300,9300,9300,9300,9300,9300,#############################################################################################
9300,9300,9300,9310,9300,9300,9300,9300,9300,9300,#############################################################################################
9300,9300,9300,9300,9310,9300,9300,9300,9300,9300,#############################################################################################
9300,9300,9300,9300,9300,9310,9300,9300,9300,9300,#############################################################################################
9300,9300,9300,9300,9300,9300,9310,9300,9300,9300,#############################################################################################
9300,9300,9300,9300,9300,9300,9300,9310,9300,9300,#############################################################################################
9300,9300,9300,9300,9300,9300,9300,9300,9310,9300,#############################################################################################
9300,9300,9300,9300,9300,9300,9300,9300,9300,9310,#############################################################################################
9410,9400,9400,9400,9400,9400,9400,9400,9400,9400,##############################################################################################
9400,9410,9400,9400,9400,9400,9400,9400,9400,9400,##############################################################################################
9400,9400,9410,9400,9400,9400,9400,9400,9400,9400,##############################################################################################
9400,9400,9400,9410,9400,9400,9400,9400,9400,9400,##############################################################################################
9400,9400,9400,9400,9410,9400,9400,9400,9400,9400,##############################################################################################
9400,9400,9400,9400,9400,9410,9400,9400,9400,9400,##############################################################################################
9400,9400,9400,9400,9400,9400,9410,9400,9400,9400,##############################################################################################
9400,9400,9400,9400,9400,9400,9400,9410,9400,9400,##############################################################################################
9400,9400,9400,9400,9400,9400,9400,9400,9410,9400,##############################################################################################
9400,9400,9400,9400,9400,9400,9400,9400,9400,9410,##############################################################################################
9510,9500,9500,9500,9500,9500,9500,9500,9500,9500,###############################################################################################
9500,9510,9500,9500,9500,9500,9500,9500,9500,9500,###############################################################################################
9500,9500,9510,9500,9500,9500,9500,9500,9500,9500,###############################################################################################
9500,9500,9500,9510,9500,9500,9500,9500,9500,9500,###############################################################################################
9500,9500,9500,9500,9510,9500,9500,9500,9500,9500,###############################################################################################
9500,9500,9500,9500,9500,9510,9500,9500,9500,9500,###############################################################################################
9500,9500,9500,9500,9500,9500,9510,9500,9500,9500,###############################################################################################
9500,9500,9500,9500,9500,9500,9500,9510,9500,9500,###############################################################################################
9500,9500,9500,9500,9500,9500,9500,9500,9510,9500,###############################################################################################
9500,9500,9500,9500,9500,9500,9500,9500,9500,9510,###############################################################################################
9610,9600,9600,9600,9600,9600,9600,9600,9600,9600,################################################################################################
9600,9610,9600,9600,9600,9600,9600,9600,9600,9600,################################################################################################
9600,9600,9610,9600,9600,9600,9600,9600,9600,9600,################################################################################################
9600,9600,9600,9610,9600,9600,9600,9600,9600,9600,################################################################################################
9600,9600,9600,9600,9610,9600,9600,9600,9600,9600,################################################################################################
9600,9600,9600,9600,9600,9610,9600,9600,9600,9600,################################################################################################
9600,9600,9600,9600,9600,9600,9610,9600,9600,9600,################################################################################################
9600,9600,9600,9600,9600,9600,9600,9610,9600,9600,################################################################################################
9600,9600,9600,9600,9600,9600,9600,9600,9610,9600,################################################################################################
9600,9600,9600,9600,9600,9600,9600,9600,9600,9610,################################################################################################
9710,9700,9700,9700,9700,9700,9700,9700,9700,9700,#################################################################################################
9700,9710,9700,9700,9700,9700,9700,9700,9700,9700,#################################################################################################
9700,9700,9710,9700,9700,9700,9700,9700,9700,9700,#################################################################################################
9700,9700,9700,9710,9700,9700,9700,9700,9700,9700,#################################################################################################
9700,9700,9700,9700,9710,9700,9700,9700,9700,9700,#################################################################################################
9700,9700,9700,9700,9700,9710,9700,9700,9700,9700,#################################################################################################
9700,9700,9700,9700,9700,9700,9710,9700,9700,9700,#################################################################################################
9700,9700,9700,9700,9700,9700,9700,9710,9700,9700,#################################################################################################
9700,9700,9700,9700,9700,9700,9700,9700,9710,9700,#################################################################################################
9700,9700,9700,9700,9700,9700,9700,9700,9700,9710,#################################################################################################
9810,9800,9800,9800,9800,9800,9800,9800,9800,9800,##################################################################################################
9800,9810,9800,9800,9800,9800,9800,9800,9800,9800,##################################################################################################
9800,9800,9810,9800,9800,9800,9800,9800,9800,9800,##################################################################################################
9800,9800,9800,9810,9800,9800,9800,9800,9800,9800,##################################################################################################
9800,9800,9800,9800,9810,9800,9800,9800,9800,9800,##################################################################################################
9800,9800,9800,9800,9800,9810,9800,9800,9800,9800,##################################################################################################
9800,9800,9800,9800,9800,9800,9810,9800,9800,9800,##################################################################################################
9800,9800,9800,9800,9800,9800,9800,9810,9800,9800,##################################################################################################
9800,9800,9800,9800,9800,9800,9800,9800,9810,9800,##################################################################################################
9800,9800,9800,9800,9800,9800,9800,9800,9800,9810,##################################################################################################
9910,9900,9900,9900,9900,9900,9900,9900,9900,9900,###################################################################################################
9900,9910,9900,9900,9900,9900,9900,9900,9900,9900,###################################################################################################
9900,9900,9910,9900,9900,9900,9900,9900,9900,9900,###################################################################################################
9900,9900,9900,9910,9900,9900,9900,9900,9900,9900,###################################################################################################
9900,9900,9900,9900,9910,9900,9900,9900,9900,9900,###################################################################################################
9900,9900,9900,9900,9900,9910,9900,9900,9900,9900,###################################################################################################
9900,9900,9900,9900,9900,9900,9910,9900,9900,9900,###################################################################################################
9900,9900,9900,9900,9900,9900,9900,9910,9900,9900,###################################################################################################
9900,9900,9900,9900,9900,9900,9900,9900,9910,9900,###################################################################################################
9900,9900,9900,9900,9900,9900,9900,9900,9900,9910,###################################################################################################
10010,10000,10000,10000,10000,10000,10000,10000,10000,10000,####################################################################################################
10000,10010,10000,10000,10000,10000,10000,10000,10000,10000,####################################################################################################
10000,10000,10010,10000,10000,10000,10000,10000,10000,10000,####################################################################################################
10000,10000,10000,10010,10000,10000,10000,10000,10000,10000,####################################################################################################
10000,10000,10000,10000,10010,10000,10000,10000,10000,10000,####################################################################################################
10000,10000,10000,10000,10000,10010,10000,10000,10000,10000,####################################################################################################
10000,10000,10000,10000,10000,10000,10010,10000,10000,10000,####################################################################################################
10000,10000,10000,10000,10000,10000,10000,10010,10000,10000,####################################################################################################
10000,10000,10000,10000,10000,10000,10000,10000,10010,10000,####################################################################################################
10000,10000,10000,10000,10000,10000,10000,10000,10000,10010,####################################################################################################
